+------------+---------+----------------------------+-------------+---------------------+
|  Archivo   | Decimal |          Binario           | Hexadecimal | Tiempo Transcurrido |
| P2/TC1.txt |  53145  |     0b1100111110011001     |   0xcf99    |      0.0070 s       |
| P2/TC1.txt | 3897508 |  0b1110110111100010100100  |  0x3b78a4   |      0.0070 s       |
| P2/TC1.txt | 7773386 | 0b11101101001110011001010  |  0x769cca   |      0.0070 s       |
| P2/TC1.txt | 6089829 | 0b10111001110110001100101  |  0x5cec65   |      0.0070 s       |
| P2/TC1.txt | 4223424 | 0b10000000111000111000000  |  0x4071c0   |      0.0070 s       |
| P2/TC1.txt | 9761752 | 0b100101001111001111011000 |  0x94f3d8   |      0.0070 s       |
| P2/TC1.txt | 7930799 | 0b11110010000001110101111  |  0x7903af   |      0.0070 s       |
| P2/TC1.txt | 3597495 |  0b1101101110010010110111  |  0x36e4b7   |      0.0070 s       |
| P2/TC1.txt | 9302948 | 0b100011011111001110100100 |  0x8df3a4   |      0.0070 s       |
| P2/TC1.txt | 2288712 |  0b1000101110110001001000  |  0x22ec48   |      0.0070 s       |
| P2/TC1.txt | 197187  |    0b110000001001000011    |   0x30243   |      0.0070 s       |
| P2/TC1.txt | 5266939 | 0b10100000101110111111011  |  0x505dfb   |      0.0070 s       |
| P2/TC1.txt | 221545  |    0b110110000101101001    |   0x36169   |      0.0070 s       |
| P2/TC1.txt | 7957027 | 0b11110010110101000100011  |  0x796a23   |      0.0070 s       |
| P2/TC1.txt | 3195361 |  0b1100001100000111100001  |  0x30c1e1   |      0.0070 s       |
| P2/TC1.txt | 7106269 | 0b11011000110111011011101  |  0x6c6edd   |      0.0070 s       |
| P2/TC1.txt | 9633312 | 0b100100101111111000100000 |  0x92fe20   |      0.0070 s       |
| P2/TC1.txt | 9713704 | 0b100101000011100000101000 |  0x943828   |      0.0070 s       |
| P2/TC1.txt |  91925  |    0b10110011100010101     |   0x16715   |      0.0070 s       |
| P2/TC1.txt | 4418686 | 0b10000110110110001111110  |  0x436c7e   |      0.0070 s       |
| P2/TC1.txt | 9682250 | 0b100100111011110101001010 |  0x93bd4a   |      0.0070 s       |
| P2/TC1.txt | 2583824 |  0b1001110110110100010000  |  0x276d10   |      0.0070 s       |
| P2/TC1.txt | 4979126 | 0b10010111111100110110110  |  0x4bf9b6   |      0.0070 s       |
| P2/TC1.txt | 6280954 | 0b10111111101011011111010  |  0x5fd6fa   |      0.0070 s       |
| P2/TC1.txt | 1228610 |  0b100101011111101000010   |  0x12bf42   |      0.0070 s       |
| P2/TC1.txt | 705518  |   0b10101100001111101110   |   0xac3ee   |      0.0070 s       |
| P2/TC1.txt | 1017653 |   0b11111000011100110101   |   0xf8735   |      0.0070 s       |
| P2/TC1.txt | 500098  |   0b1111010000110000010    |   0x7a182   |      0.0070 s       |
| P2/TC1.txt | 7210727 | 0b11011100000011011100111  |  0x6e06e7   |      0.0070 s       |
| P2/TC1.txt | 4250898 | 0b10000001101110100010010  |  0x40dd12   |      0.0070 s       |
| P2/TC1.txt | 4055028 |  0b1111011101111111110100  |  0x3ddff4   |      0.0070 s       |
| P2/TC1.txt | 2754240 |  0b1010100000011011000000  |  0x2a06c0   |      0.0070 s       |
| P2/TC1.txt | 452999  |   0b1101110100110000111    |   0x6e987   |      0.0070 s       |
| P2/TC1.txt | 6831458 | 0b11010000011110101100010  |  0x683d62   |      0.0070 s       |
| P2/TC1.txt | 207636  |    0b110010101100010100    |   0x32b14   |      0.0070 s       |
| P2/TC1.txt | 7280635 | 0b11011110001011111111011  |  0x6f17fb   |      0.0070 s       |
| P2/TC1.txt | 3308937 |  0b1100100111110110001001  |  0x327d89   |      0.0070 s       |
| P2/TC1.txt | 4303570 | 0b10000011010101011010010  |  0x41aad2   |      0.0070 s       |
| P2/TC1.txt | 8375055 | 0b11111111100101100001111  |  0x7fcb0f   |      0.0070 s       |
| P2/TC1.txt | 1457960 |  0b101100011111100101000   |  0x163f28   |      0.0070 s       |
| P2/TC1.txt | 5197625 | 0b10011110100111100111001  |  0x4f4f39   |      0.0070 s       |
| P2/TC1.txt | 3144371 |  0b1011111111101010110011  |  0x2ffab3   |      0.0070 s       |
| P2/TC1.txt | 6674138 | 0b11001011101011011011010  |  0x65d6da   |      0.0070 s       |
| P2/TC1.txt | 2692106 |  0b1010010001010000001010  |  0x29140a   |      0.0070 s       |
| P2/TC1.txt | 2276769 |  0b1000101011110110100001  |  0x22bda1   |      0.0070 s       |
| P2/TC1.txt | 1940971 |  0b111011001110111101011   |  0x1d9deb   |      0.0070 s       |
| P2/TC1.txt | 3288264 |  0b1100100010110011001000  |  0x322cc8   |      0.0070 s       |
| P2/TC1.txt | 4819803 | 0b10010011000101101011011  |  0x498b5b   |      0.0070 s       |
| P2/TC1.txt | 9431005 | 0b100011111110011111011101 |  0x8fe7dd   |      0.0070 s       |
| P2/TC1.txt | 3992019 |  0b1111001110100111010011  |  0x3ce9d3   |      0.0070 s       |
| P2/TC1.txt | 8184782 | 0b11111001110001111001110  |  0x7ce3ce   |      0.0070 s       |
| P2/TC1.txt | 2847975 |  0b1010110111010011100111  |  0x2b74e7   |      0.0070 s       |
| P2/TC1.txt | 7891025 | 0b11110000110100001010001  |  0x786851   |      0.0070 s       |
| P2/TC1.txt | 900082  |   0b11011011101111110010   |   0xdbbf2   |      0.0070 s       |
| P2/TC1.txt | 1831532 |  0b110111111001001101100   |  0x1bf26c   |      0.0070 s       |
| P2/TC1.txt | 8428253 | 0b100000001001101011011101 |  0x809add   |      0.0070 s       |
| P2/TC1.txt | 2905752 |  0b1011000101011010011000  |  0x2c5698   |      0.0070 s       |
| P2/TC1.txt | 9763121 | 0b100101001111100100110001 |  0x94f931   |      0.0070 s       |
| P2/TC1.txt | 257890  |    0b111110111101100010    |   0x3ef62   |      0.0070 s       |
| P2/TC1.txt | 4699761 | 0b10001111011011001110001  |  0x47b671   |      0.0070 s       |
| P2/TC1.txt | 359541  |   0b1010111110001110101    |   0x57c75   |      0.0070 s       |
| P2/TC1.txt | 3446150 |  0b1101001001010110000110  |  0x349586   |      0.0070 s       |
| P2/TC1.txt | 4246818 | 0b10000001100110100100010  |  0x40cd22   |      0.0070 s       |
| P2/TC1.txt | 1848840 |  0b111000011011000001000   |  0x1c3608   |      0.0070 s       |
| P2/TC1.txt | 938480  |   0b11100101000111110000   |   0xe51f0   |      0.0070 s       |
| P2/TC1.txt | 227465  |    0b110111100010001001    |   0x37889   |      0.0070 s       |
| P2/TC1.txt | 3923488 |  0b1110111101111000100000  |  0x3bde20   |      0.0070 s       |
| P2/TC1.txt | 8915697 | 0b100010000000101011110001 |  0x880af1   |      0.0070 s       |
| P2/TC1.txt | 4309094 | 0b10000011100000001100110  |  0x41c066   |      0.0070 s       |
| P2/TC1.txt | 3891251 |  0b1110110110000000110011  |  0x3b6033   |      0.0070 s       |
| P2/TC1.txt | 8627956 | 0b100000111010011011110100 |  0x83a6f4   |      0.0070 s       |
| P2/TC1.txt | 5884613 | 0b10110011100101011000101  |  0x59cac5   |      0.0070 s       |
| P2/TC1.txt | 1659318 |  0b110010101000110110110   |  0x1951b6   |      0.0070 s       |
| P2/TC1.txt | 1834855 |  0b110111111111101100111   |  0x1bff67   |      0.0070 s       |
| P2/TC1.txt | 3386751 |  0b1100111010110101111111  |  0x33ad7f   |      0.0070 s       |
| P2/TC1.txt | 3000166 |  0b1011011100011101100110  |  0x2dc766   |      0.0070 s       |
| P2/TC1.txt | 9135626 | 0b100010110110011000001010 |  0x8b660a   |      0.0070 s       |
| P2/TC1.txt | 4869260 | 0b10010100100110010001100  |  0x4a4c8c   |      0.0070 s       |
| P2/TC1.txt |  76550  |    0b10010101100000110     |   0x12b06   |      0.0070 s       |
| P2/TC1.txt | 432271  |   0b1101001100010001111    |   0x6988f   |      0.0070 s       |
| P2/TC1.txt | 251028  |    0b111101010010010100    |   0x3d494   |      0.0070 s       |
| P2/TC1.txt | 7016218 | 0b11010110000111100011010  |  0x6b0f1a   |      0.0070 s       |
| P2/TC1.txt | 6896099 | 0b11010010011100111100011  |  0x6939e3   |      0.0070 s       |
| P2/TC1.txt | 8386350 | 0b11111111111011100101110  |  0x7ff72e   |      0.0070 s       |
| P2/TC1.txt | 8637147 | 0b100000111100101011011011 |  0x83cadb   |      0.0070 s       |
| P2/TC1.txt | 936705  |   0b11100100101100000001   |   0xe4b01   |      0.0070 s       |
| P2/TC1.txt | 6602175 | 0b11001001011110110111111  |  0x64bdbf   |      0.0070 s       |
| P2/TC1.txt | 1429181 |  0b101011100111010111101   |  0x15cebd   |      0.0070 s       |
| P2/TC1.txt | 8395138 | 0b100000000001100110000010 |  0x801982   |      0.0070 s       |
| P2/TC1.txt | 6132809 | 0b10111011001010001001001  |  0x5d9449   |      0.0070 s       |
| P2/TC1.txt | 5936917 | 0b10110101001011100010101  |  0x5a9715   |      0.0070 s       |
| P2/TC1.txt | 2878578 |  0b1010111110110001110010  |  0x2bec72   |      0.0070 s       |
| P2/TC1.txt | 158885  |    0b100110110010100101    |   0x26ca5   |      0.0070 s       |
| P2/TC1.txt | 2441957 |  0b1001010100001011100101  |  0x2542e5   |      0.0070 s       |
| P2/TC1.txt | 5914794 | 0b10110100100000010101010  |  0x5a40aa   |      0.0070 s       |
| P2/TC1.txt | 3999272 |  0b1111010000011000101000  |  0x3d0628   |      0.0070 s       |
| P2/TC1.txt | 3142897 |  0b1011111111010011110001  |  0x2ff4f1   |      0.0070 s       |
| P2/TC1.txt | 8151159 | 0b11111000110000001110111  |  0x7c6077   |      0.0070 s       |
| P2/TC1.txt | 5147564 | 0b10011101000101110101100  |  0x4e8bac   |      0.0070 s       |
| P2/TC1.txt | 4595374 | 0b10001100001111010101110  |  0x461eae   |      0.0070 s       |
| P2/TC1.txt | 4234951 | 0b10000001001111011000111  |  0x409ec7   |      0.0070 s       |
| P2/TC1.txt | 7880605 | 0b11110000011111110011101  |  0x783f9d   |      0.0070 s       |
| P2/TC1.txt | 7009921 | 0b11010101111011010000001  |  0x6af681   |      0.0070 s       |
| P2/TC1.txt | 695580  |   0b10101001110100011100   |   0xa9d1c   |      0.0070 s       |
| P2/TC1.txt | 7370443 | 0b11100000111011011001011  |  0x7076cb   |      0.0070 s       |
| P2/TC1.txt | 7921729 | 0b11110001110000001000001  |  0x78e041   |      0.0070 s       |
| P2/TC1.txt | 8419625 | 0b100000000111100100101001 |  0x807929   |      0.0070 s       |
| P2/TC1.txt | 7024080 | 0b11010110010110111010000  |  0x6b2dd0   |      0.0070 s       |
| P2/TC1.txt | 3905988 |  0b1110111001100111000100  |  0x3b99c4   |      0.0070 s       |
| P2/TC1.txt | 1767599 |  0b110101111100010101111   |  0x1af8af   |      0.0070 s       |
| P2/TC1.txt | 935136  |   0b11100100010011100000   |   0xe44e0   |      0.0070 s       |
| P2/TC1.txt | 635788  |   0b10011011001110001100   |   0x9b38c   |      0.0070 s       |
| P2/TC1.txt | 8807719 | 0b100001100110010100100111 |  0x866527   |      0.0070 s       |
| P2/TC1.txt | 317375  |   0b1001101011110111111    |   0x4d7bf   |      0.0070 s       |
| P2/TC1.txt | 9975410 | 0b100110000011011001110010 |  0x983672   |      0.0070 s       |
| P2/TC1.txt | 2727968 |  0b1010011010000000100000  |  0x29a020   |      0.0070 s       |
| P2/TC1.txt | 7444399 | 0b11100011001011110101111  |  0x7197af   |      0.0070 s       |
| P2/TC1.txt | 4065675 |  0b1111100000100110001011  |  0x3e098b   |      0.0070 s       |
| P2/TC1.txt | 9925720 | 0b100101110111010001011000 |  0x977458   |      0.0070 s       |
| P2/TC1.txt | 2293633 |  0b1000101111111110000001  |  0x22ff81   |      0.0070 s       |
| P2/TC1.txt | 7734826 | 0b11101100000011000101010  |  0x76062a   |      0.0070 s       |
| P2/TC1.txt | 1065463 |  0b100000100000111110111   |  0x1041f7   |      0.0070 s       |
| P2/TC1.txt | 1105617 |  0b100001101111011010001   |  0x10ded1   |      0.0070 s       |
| P2/TC1.txt | 5325800 | 0b10100010100001111101000  |  0x5143e8   |      0.0070 s       |
| P2/TC1.txt | 3822527 |  0b1110100101001110111111  |  0x3a53bf   |      0.0070 s       |
| P2/TC1.txt | 5503858 | 0b10100111111101101110010  |  0x53fb72   |      0.0070 s       |
| P2/TC1.txt | 9214055 | 0b100011001001100001100111 |  0x8c9867   |      0.0070 s       |
| P2/TC1.txt | 6521769 | 0b11000111000001110101001  |  0x6383a9   |      0.0070 s       |
| P2/TC1.txt | 7923796 | 0b11110001110100001010100  |  0x78e854   |      0.0070 s       |
| P2/TC1.txt | 5250236 | 0b10100000001110010111100  |  0x501cbc   |      0.0070 s       |
| P2/TC1.txt | 1083154 |  0b100001000011100010010   |  0x108712   |      0.0070 s       |
| P2/TC1.txt | 472141  |   0b1110011010001001101    |   0x7344d   |      0.0070 s       |
| P2/TC1.txt | 9597454 | 0b100100100111001000001110 |  0x92720e   |      0.0070 s       |
| P2/TC1.txt | 1581679 |  0b110000010001001101111   |  0x18226f   |      0.0070 s       |
| P2/TC1.txt | 656751  |   0b10100000010101101111   |   0xa056f   |      0.0070 s       |
| P2/TC1.txt | 345464  |   0b1010100010101111000    |   0x54578   |      0.0070 s       |
| P2/TC1.txt | 4281218 | 0b10000010101001110000010  |  0x415382   |      0.0070 s       |
| P2/TC1.txt | 6558883 | 0b11001000001010010100011  |  0x6414a3   |      0.0070 s       |
| P2/TC1.txt | 3852986 |  0b1110101100101010111010  |  0x3acaba   |      0.0070 s       |
| P2/TC1.txt | 6263187 | 0b10111111001000110010011  |  0x5f9193   |      0.0070 s       |
| P2/TC1.txt | 5828308 | 0b10110001110111011010100  |  0x58eed4   |      0.0070 s       |
| P2/TC1.txt | 8058535 | 0b11110101111011010100111  |  0x7af6a7   |      0.0070 s       |
| P2/TC1.txt | 9035191 | 0b100010011101110110110111 |  0x89ddb7   |      0.0070 s       |
| P2/TC1.txt | 7922103 | 0b11110001110000110110111  |  0x78e1b7   |      0.0070 s       |
| P2/TC1.txt | 9366003 | 0b100011101110100111110011 |  0x8ee9f3   |      0.0070 s       |
| P2/TC1.txt | 4555717 | 0b10001011000001111000101  |  0x4583c5   |      0.0070 s       |
| P2/TC1.txt | 3526753 |  0b1101011101000001100001  |  0x35d061   |      0.0070 s       |
| P2/TC1.txt | 3176815 |  0b1100000111100101101111  |  0x30796f   |      0.0070 s       |
| P2/TC1.txt | 858440  |   0b11010001100101001000   |   0xd1948   |      0.0070 s       |
| P2/TC1.txt | 2250854 |  0b1000100101100001100110  |  0x225866   |      0.0070 s       |
| P2/TC2.txt | 7116776 | 0b11011001001011111101000  |  0x6c97e8   |      0.0140 s       |
| P2/TC2.txt | 1666340 |  0b110010110110100100100   |  0x196d24   |      0.0140 s       |
| P2/TC2.txt | 8886983 | 0b100001111001101011000111 |  0x879ac7   |      0.0140 s       |
| P2/TC2.txt | 839365  |   0b11001100111011000101   |   0xccec5   |      0.0140 s       |
| P2/TC2.txt | 924280  |   0b11100001101001111000   |   0xe1a78   |      0.0140 s       |
| P2/TC2.txt | 1026310 |   0b11111010100100000110   |   0xfa906   |      0.0140 s       |
| P2/TC2.txt | 1615293 |  0b110001010010110111101   |  0x18a5bd   |      0.0140 s       |
| P2/TC2.txt | 1063875 |  0b100000011101111000011   |  0x103bc3   |      0.0140 s       |
| P2/TC2.txt | 679035  |   0b10100101110001111011   |   0xa5c7b   |      0.0140 s       |
| P2/TC2.txt | 5201970 | 0b10011110110000000110010  |  0x4f6032   |      0.0140 s       |
| P2/TC2.txt | 593979  |   0b10010001000000111011   |   0x9103b   |      0.0140 s       |
| P2/TC2.txt | 801371  |   0b11000011101001011011   |   0xc3a5b   |      0.0140 s       |
| P2/TC2.txt | 3796878 |  0b1110011110111110001110  |  0x39ef8e   |      0.0140 s       |
| P2/TC2.txt | 7489201 | 0b11100100100011010110001  |  0x7246b1   |      0.0140 s       |
| P2/TC2.txt | 9740020 | 0b100101001001111011110100 |  0x949ef4   |      0.0140 s       |
| P2/TC2.txt | 9128737 | 0b100010110100101100100001 |  0x8b4b21   |      0.0140 s       |
| P2/TC2.txt | 5473463 | 0b10100111000010010110111  |  0x5384b7   |      0.0140 s       |
| P2/TC2.txt | 8701957 | 0b100001001100100000000101 |  0x84c805   |      0.0140 s       |
| P2/TC2.txt | 8238050 | 0b11111011011001111100010  |  0x7db3e2   |      0.0140 s       |
| P2/TC2.txt | 8679038 | 0b100001000110111001111110 |  0x846e7e   |      0.0140 s       |
| P2/TC2.txt | 385912  |   0b1011110001101111000    |   0x5e378   |      0.0140 s       |
| P2/TC2.txt | 5867340 | 0b10110011000011101001100  |  0x59874c   |      0.0140 s       |
| P2/TC2.txt | 4894542 | 0b10010101010111101001110  |  0x4aaf4e   |      0.0140 s       |
| P2/TC2.txt | 8999451 | 0b100010010101001000011011 |  0x89521b   |      0.0140 s       |
| P2/TC2.txt | 4392535 | 0b10000110000011001010111  |  0x430657   |      0.0140 s       |
| P2/TC2.txt | 2078131 |  0b111111011010110110011   |  0x1fb5b3   |      0.0140 s       |
| P2/TC2.txt | 3070124 |  0b1011101101100010101100  |  0x2ed8ac   |      0.0140 s       |
| P2/TC2.txt | 7451998 | 0b11100011011010101011110  |  0x71b55e   |      0.0140 s       |
| P2/TC2.txt | 5635510 | 0b10101011111110110110110  |  0x55fdb6   |      0.0140 s       |
| P2/TC2.txt | 1233932 |  0b100101101010000001100   |  0x12d40c   |      0.0140 s       |
| P2/TC2.txt | 6089867 | 0b10111001110110010001011  |  0x5cec8b   |      0.0140 s       |
| P2/TC2.txt | 1792316 |  0b110110101100100111100   |  0x1b593c   |      0.0140 s       |
| P2/TC2.txt | 6298637 | 0b11000000001110000001101  |  0x601c0d   |      0.0140 s       |
| P2/TC2.txt | 2408038 |  0b1001001011111001100110  |  0x24be66   |      0.0140 s       |
| P2/TC2.txt | 8510100 | 0b100000011101101010010100 |  0x81da94   |      0.0140 s       |
| P2/TC2.txt | 991581  |   0b11110010000101011101   |   0xf215d   |      0.0140 s       |
| P2/TC2.txt | 6455739 | 0b11000101000000110111011  |  0x6281bb   |      0.0140 s       |
| P2/TC2.txt | 7829175 | 0b11101110111011010110111  |  0x7776b7   |      0.0140 s       |
| P2/TC2.txt | 6328931 | 0b11000001001001001100011  |  0x609263   |      0.0140 s       |
| P2/TC2.txt | 9982305 | 0b100110000101000101100001 |  0x985161   |      0.0140 s       |
| P2/TC2.txt | 2292022 |  0b1000101111100100110110  |  0x22f936   |      0.0140 s       |
| P2/TC2.txt | 1070496 |  0b100000101010110100000   |  0x1055a0   |      0.0140 s       |
| P2/TC2.txt | 8518360 | 0b100000011111101011011000 |  0x81fad8   |      0.0140 s       |
| P2/TC2.txt | 6378470 | 0b11000010101001111100110  |  0x6153e6   |      0.0140 s       |
| P2/TC2.txt | 7756258 | 0b11101100101100111100010  |  0x7659e2   |      0.0140 s       |
| P2/TC2.txt | 7111767 | 0b11011001000010001010111  |  0x6c8457   |      0.0140 s       |
| P2/TC2.txt | 2685897 |  0b1010001111101111001001  |  0x28fbc9   |      0.0140 s       |
| P2/TC2.txt | 617946  |   0b10010110110111011010   |   0x96dda   |      0.0140 s       |
| P2/TC2.txt | 246280  |    0b111100001000001000    |   0x3c208   |      0.0140 s       |
| P2/TC2.txt | 6075442 | 0b10111001011010000110010  |  0x5cb432   |      0.0140 s       |
| P2/TC2.txt | 991323  |   0b11110010000001011011   |   0xf205b   |      0.0140 s       |
| P2/TC2.txt | 6754202 | 0b11001110000111110011010  |  0x670f9a   |      0.0140 s       |
| P2/TC2.txt | 3103178 |  0b1011110101100111001010  |  0x2f59ca   |      0.0140 s       |
| P2/TC2.txt | 3228842 |  0b1100010100010010101010  |  0x3144aa   |      0.0140 s       |
| P2/TC2.txt | 6786623 | 0b11001111000111000111111  |  0x678e3f   |      0.0140 s       |
| P2/TC2.txt | 5329085 | 0b10100010101000010111101  |  0x5150bd   |      0.0140 s       |
| P2/TC2.txt | 2334647 |  0b1000111001111110110111  |  0x239fb7   |      0.0140 s       |
| P2/TC2.txt | 7253396 | 0b11011101010110110010100  |  0x6ead94   |      0.0140 s       |
| P2/TC2.txt | 6516953 | 0b11000110111000011011001  |  0x6370d9   |      0.0140 s       |
| P2/TC2.txt | 5972725 | 0b10110110010001011110101  |  0x5b22f5   |      0.0140 s       |
| P2/TC2.txt | 5828037 | 0b10110001110110111000101  |  0x58edc5   |      0.0140 s       |
| P2/TC2.txt | 6642265 | 0b11001010101101001011001  |  0x655a59   |      0.0140 s       |
| P2/TC2.txt | 2559699 |  0b1001110000111011010011  |  0x270ed3   |      0.0140 s       |
| P2/TC2.txt | 6597631 | 0b11001001010101111111111  |  0x64abff   |      0.0140 s       |
| P2/TC2.txt | 5826202 | 0b10110001110011010011010  |  0x58e69a   |      0.0140 s       |
| P2/TC2.txt | 4642335 | 0b10001101101011000011111  |  0x46d61f   |      0.0140 s       |
| P2/TC2.txt | 1862900 |  0b111000110110011110100   |  0x1c6cf4   |      0.0140 s       |
| P2/TC2.txt | 6039635 | 0b10111000010100001010011  |  0x5c2853   |      0.0140 s       |
| P2/TC2.txt | 3358744 |  0b1100110100000000011000  |  0x334018   |      0.0140 s       |
| P2/TC2.txt | 4965249 | 0b10010111100001110000001  |  0x4bc381   |      0.0140 s       |
| P2/TC2.txt | 6621475 | 0b11001010000100100100011  |  0x650923   |      0.0140 s       |
| P2/TC2.txt | 3336153 |  0b1100101110011111011001  |  0x32e7d9   |      0.0140 s       |
| P2/TC2.txt | 1044743 |   0b11111111000100000111   |   0xff107   |      0.0140 s       |
| P2/TC2.txt | 6201477 | 0b10111101010000010000101  |  0x5ea085   |      0.0140 s       |
| P2/TC2.txt | 6297100 | 0b11000000001011000001100  |  0x60160c   |      0.0140 s       |
| P2/TC2.txt | 885678  |   0b11011000001110101110   |   0xd83ae   |      0.0140 s       |
| P2/TC2.txt | 8546891 | 0b100000100110101001001011 |  0x826a4b   |      0.0140 s       |
| P2/TC2.txt | 6683923 | 0b11001011111110100010011  |  0x65fd13   |      0.0140 s       |
| P2/TC2.txt | 7064472 | 0b11010111100101110011000  |  0x6bcb98   |      0.0140 s       |
| P2/TC2.txt | 3430021 |  0b1101000101011010000101  |  0x345685   |      0.0140 s       |
| P2/TC2.txt | 9764122 | 0b100101001111110100011010 |  0x94fd1a   |      0.0140 s       |
| P2/TC2.txt | 9958605 | 0b100101111111010011001101 |  0x97f4cd   |      0.0140 s       |
| P2/TC2.txt | 1006022 |   0b11110101100111000110   |   0xf59c6   |      0.0140 s       |
| P2/TC2.txt | 5276496 | 0b10100001000001101010000  |  0x508350   |      0.0140 s       |
| P2/TC2.txt | 8876232 | 0b100001110111000011001000 |  0x8770c8   |      0.0140 s       |
